Region_ID,Time_Period,Renewable_Capacity_Added_MW,Total_Energy_Demand_MWh,Coal_Power_Generation_MWh,Carbon_Emission_tCO2,Transmission_Capacity_MW,Transmission_Completion_Rate,PSA_Signed,DISCOM_Debt_USD,AT_C_Loss_Percent,Land_Acquisition_Delay_Months,Renewable_Subsidy_USD,Coal_Subsidy_USD,Energy_Storage_Capacity_MW,Economic_Growth_Rate,Project_ID,Project_Completion_Status
IN-KL,2014-10,217.4,4926528,3281166,27244477,8525,97.94557417824637,1,103837297,2.15775717796719,,324467,83178895,3059.0,4.01,,
IN-TR,2016-08,3.46,5721592,3805681,11967109,13589,14.85603644538661,1,464152308,28.379074302509526,24.0,42611961,114583903,4122.0,-3.26,,
IN-TN,2024-08,76.69,3108701,46654,27010446,12547,71.81121096958604,1,513495091,9.970616734774046,13.0,23925103,88419337,9412.0,-0.68,,
IN-DN,2023-06,38.9,6606005,3561949,10651107,33250,46.80452603460958,0,593410200,34.015505845241236,13.0,31664583,361128089,5060.0,13.57,,
IN-GJ,2018-10,506.27,9554351,3236329,23005086,14952,65.97363123296344,1,467699432,16.45133962053884,,87711313,439686772,5691.0,4.83,,
IN-LA,2014-05,296.4,8875238,4956073,23217830,32575,95.51732832011542,1,410110230,26.13189868777494,36.0,87081083,360747974,2589.0,-2.77,,
IN-NL,2011-01,419.05,7162918,4328420,43791219,11857,5.432007996814548,0,233637620,3.464175875335629,10.0,95854006,318737067,2444.0,14.33,,
IN-HP,2013-01,206.51,4777515,722614,18149973,3444,27.260660795675662,1,597908149,27.62352358626119,29.0,97643032,104328583,5824.0,9.79,,
IN-WB,2018-09,224.17,1596752,4612789,11453215,10055,46.00784333416071,0,932286136,4.438804978236,11.0,75787145,390491797,9542.0,8.14,,
IN-AS,2012-10,0.0,1261251,2076993,28615480,40158,38.158288022704525,0,602266129,16.861277793102385,24.0,70207480,246953093,1524.0,11.66,,
IN-JH,2017-01,1.91,2587692,107812,28428811,35482,,0,577719364,10.35416066646534,35.0,3734796,58903436,7872.0,13.33,,
IN-AP,2011-09,119.18,5938439,2756985,32683567,39843,91.0713245777866,1,243387451,31.26157648754948,10.0,5535030,44504089,,5.74,,
IN-HR,2020-12,0.0,6907132,894740,19072292,39826,8.544848879081856,1,798767861,19.263102232830885,18.0,90800899,92981945,7728.0,10.95,,
IN-HP,2025-01,0.0,3078313,568209,19987958,29943,77.5903278415405,1,953517997,7.920117965364687,29.0,69081343,146029288,7028.0,14.86,,
IN-RJ,2025-11,42.78,6198557,449096,29990373,5967,37.36962404836236,0,366722790,9.55186868042185,34.0,96596298,220050719,4326.0,-2.34,,
IN-BR,2017-04,185.64,8914519,4323199,26386721,21438,99.89472679225135,0,762718881,48.2553384325014,24.0,56178622,150593880,,11.61,,
IN-SK,2020-11,8.58,5078890,3790355,37650293,8970,39.89718375866141,0,895072188,21.84959726219508,1.0,19894788,475426425,2322.0,2.83,,
IN-OR,2013-10,0.0,8020960,3309964,8702082,24858,,1,862268223,33.96826175608608,8.0,13435466,461790133,1483.0,9.23,,
IN-PY,2024-07,0.0,7077781,2543140,13390140,29870,2.6162299112298837,1,833620025,1.9498855371331614,12.0,33679360,174208193,3438.0,2.7,,
IN-CH,2017-08,0.0,1865068,2211692,44220456,32281,,0,415862432,20.293715274335007,,20961931,193774341,3844.0,1.74,,
IN-OR,2012-03,199.16,9596779,550750,39696102,12339,28.04785217877758,1,564943829,,5.0,90875102,186506175,5785.0,14.22,,
IN-CT,2022-07,368.67,4758487,3611925,19687550,37634,14.589225133451167,1,525863637,22.972758576876075,12.0,79278570,127157690,3211.0,-2.55,,
IN-LD,2022-04,96.95,8460132,4290043,36427045,9618,1.7541924199569237,0,208239072,24.974243846443496,18.0,82413057,94939499,2060.0,13.62,,
IN-SK,2025-07,603.06,1268696,403251,33969468,2619,20.7739225875343,1,178377034,27.360467792864224,16.0,7287557,37223599,8243.0,-4.01,,
IN-NL,2025-10,0.0,1501996,3293438,30849297,22135,14.564966490831733,1,868627992,15.70977505546725,,31419841,6682582,8486.0,9.12,,
IN-ML,2019-04,197.68,3923979,1952752,45338720,40223,83.23800943131164,0,805159958,31.798492689248164,0.0,66914494,489860028,9675.0,-4.02,,
IN-AR,2012-09,0.0,1114971,4464728,48959572,34587,71.47409466934353,0,64004823,5.5870604977523275,25.0,23066958,170470727,9231.0,4.17,,
IN-LA,2014-09,0.0,9097149,1731158,24287845,14781,21.671536469933983,1,693710337,29.51006069299587,17.0,90890967,55043894,5792.0,8.29,,
IN-TN,2015-08,240.03,8834305,2256309,7515477,12769,40.75482063520981,0,57082814,9.864213688133127,9.0,16537728,202270670,8247.0,1.99,,
IN-LA,2025-04,735.8,6702164,2813651,19231364,46680,85.64129778950267,1,252321351,16.75805795849376,28.0,27835524,451582045,1313.0,5.47,,
IN-WB,2020-07,369.32,360471,3374600,46413974,12331,73.92340328521291,0,411829665,32.09056836465909,10.0,85758199,444073311,2894.0,11.99,,
IN-MZ,2013-07,76.38,9744516,2081325,33701676,8700,95.17760248683432,0,108244976,11.2515754833598,25.0,19417048,6828062,1877.0,-4.99,,
IN-AR,2024-12,74.07,76040,1330289,14004481,11406,42.59355281861832,1,993647801,27.7048594602214,0.0,79593753,157371170,9031.0,-1.68,,
IN-AN,2010-02,24.36,1941361,2201788,11943897,36245,89.58870184445814,0,100096890,11.288044944387421,28.0,12633707,51631100,8942.0,12.38,,
IN-HP,2011-02,337.31,1510808,2155772,23888663,7105,82.56147095400894,0,776965762,22.423471420336767,24.0,31489333,116324530,,-1.81,,
IN-KA,2016-04,63.83,5007972,3818676,16993519,17369,16.997791581944576,1,406761448,6.7287087566566095,,17083758,367531768,9140.0,-2.92,,
IN-TS,2022-04,331.77,5731334,3964196,16174916,18558,83.52597628794089,0,14511441,18.85958311398716,17.0,23096677,234875316,6074.0,14.67,,
IN-UP,2021-11,13.86,4374391,2387765,37405973,13856,24.387676189119468,0,535200435,7.7244134723658595,,88447744,393873269,8511.0,2.39,,
IN-OR,2019-02,0.0,6579245,256658,31851156,24409,41.42691735748581,1,386783220,44.086742691464984,,23429546,237120049,630.0,14.2,,
IN-PY,2012-01,274.44,5826984,1417941,24886694,40047,94.61159947395078,1,784896034,,7.0,13185425,55715565,2779.0,0.76,,
IN-ML,2018-01,42.38,2718954,1313748,18510752,14274,24.157154891098443,1,830407797,23.770380728165048,24.0,95740253,396830648,1348.0,6.2,,
IN-JH,2012-06,63.04,5069899,1966320,45020374,2071,98.53626556954269,0,441901229,38.15047155024398,30.0,10210414,121418517,1602.0,9.31,,
IN-GJ,2015-03,0.0,6270428,2762795,5888307,19719,18.36464882048585,1,122179889,33.61420568766592,18.0,99244135,178993169,3324.0,8.16,,
IN-AP,2025-04,0.0,1278917,4124917,18533795,36546,51.60867228138268,1,492430105,23.344013357831013,16.0,72149190,192707542,445.0,6.04,,
IN-LA,2021-02,486.75,2613434,1230541,41802816,48319,87.35732018284695,0,182392988,7.408917188753744,2.0,6628634,426302286,407.0,-3.14,,
IN-PB,2018-03,258.16,4687403,1814666,25549174,14232,14.615537642487276,1,232796170,14.218880741587602,27.0,53306772,415465081,2907.0,-3.49,,
IN-DN,2017-05,205.89,3025454,1497183,40451651,33798,24.39024349563954,1,741048019,41.21464906539939,7.0,23640360,369217913,4843.0,-0.71,,
IN-GA,2024-04,65.39,7634383,2018647,22291185,19886,62.34996878480651,1,965286664,46.208007218810124,16.0,74561292,167536784,8127.0,-0.38,,
IN-DL,2012-08,0.0,5693712,723627,31591846,8167,,0,602010257,,7.0,87264650,37923473,8956.0,4.02,,
IN-DL,2021-06,436.38,8779300,2450387,34766635,48911,45.466586372542295,1,843987190,6.5553833738582865,24.0,18477598,347483266,4197.0,4.42,,
IN-RJ,2025-02,90.37,1353839,1627947,2386501,30390,27.16187825740818,1,172495046,43.91766427525934,29.0,69302366,195484667,2241.0,9.71,,
IN-HR,2023-06,284.12,7756865,1608996,19874838,8101,47.54399398387709,1,955921915,,,74271637,116246695,2108.0,10.43,,
IN-JH,2011-04,160.81,5263875,3134521,41134214,14426,30.22597657319309,0,3430485,24.947163899578683,8.0,8069638,296586194,,4.8,,
IN-HR,2025-02,13.41,5739012,4332283,47189770,38467,14.595629090476015,1,15975730,2.2586951339583883,15.0,71004126,484347217,2289.0,6.77,,
IN-PB,2023-03,334.62,9156567,2142460,38060583,31667,16.466224537563846,0,299506343,25.396609589793545,13.0,92047260,67636577,2693.0,14.67,,
IN-TS,2016-08,0.0,6443528,2856880,26359836,44094,14.344416895224676,0,149360668,6.224286694866232,27.0,77553246,273316925,6346.0,1.6,,
IN-TN,2020-09,817.48,3124221,2546525,15264299,29866,73.4951147234365,0,803062231,46.82902341504061,13.0,55966186,140262562,2110.0,6.71,,
IN-DN,2011-10,331.42,3049265,2648977,25332841,32203,99.712451852836,0,942649240,4.898620277859273,2.0,92309149,105955602,7060.0,0.95,,
IN-NL,2015-10,319.67,284028,2948224,46475149,13162,14.016447216630246,1,575198136,0.8781247479752508,,91393778,362128348,,-3.87,,
IN-OR,2011-09,1192.63,2097271,1848874,34726940,6762,69.50011454655566,0,154611691,10.030071565146025,,85390177,86893931,7860.0,-0.71,,
IN-ML,2023-09,0.0,3396573,221218,8337492,1085,53.41625916001984,1,249286404,18.149190277411105,33.0,3709736,62250314,6914.0,2.74,,
IN-TN,2010-06,0.0,3676899,2571732,10606493,9327,43.497333192930576,0,110729571,38.529461461582216,7.0,11385489,335638017,7816.0,0.74,,
IN-NL,2014-04,0.0,9542158,1001641,37400391,34198,76.41243470075027,0,432995229,10.916465768851214,16.0,46668508,469668426,4706.0,11.08,,
IN-KL,2017-05,329.71,6472425,1534087,47163630,16467,24.739281594810404,0,491525034,28.86089559118547,19.0,90909349,430505773,7125.0,10.3,,
IN-JK,2013-03,1.53,6353634,2702104,30786107,19018,91.10112402279883,1,552231365,44.731913938031205,15.0,6574733,306625003,8234.0,3.37,,
IN-AR,2023-07,206.6,1955971,2484154,23079244,46223,37.11242006415897,1,376764432,8.326744921023588,26.0,5013622,408207366,2825.0,4.71,,
IN-CT,2013-04,266.96,1439233,4626689,10002495,48096,,1,373860539,21.50912589977943,35.0,16175145,242632338,4031.0,2.01,,
IN-GA,2016-10,0.0,177545,2071928,42206509,47548,,0,223760487,0.3687363862313997,8.0,79955277,358581809,3091.0,-4.1,,
IN-TS,2011-02,210.42,42043,2882334,28086167,10489,49.41194863522698,1,255394500,31.01806851517439,22.0,9285316,354519513,5397.0,-2.85,,
IN-SK,2021-05,335.88,8268018,4576918,19967196,9277,,1,236081490,13.92237854582058,30.0,20815907,15050910,6349.0,4.64,,
IN-MP,2010-08,110.6,432739,431459,551376,16574,8.562152403817326,1,738335611,11.422496643002578,11.0,48937090,263453252,7116.0,13.81,,
IN-RJ,2020-01,281.76,8174639,2904049,33633389,29246,48.827075093824945,0,6765704,4.655580384412766,,49970568,338509418,3480.0,-4.72,,
IN-LD,2014-09,96.65,5242147,868200,48356782,24631,15.692229593713092,0,721588410,9.706841942199418,33.0,49522477,194577103,,-2.01,,
IN-LA,2020-04,0.0,2699430,9262,18600104,30269,41.32891794136101,1,317535797,14.302952328363816,19.0,24498660,260430087,3321.0,10.21,,
IN-ML,2021-08,773.26,8038172,4084411,35894144,401,90.75622090229855,0,757228479,,,55955922,465352685,3967.0,4.01,,
IN-LD,2010-08,633.24,9332704,2989405,49726683,6184,42.44436671893224,1,288499875,24.103828014542,18.0,87743074,92569250,9278.0,9.21,,
IN-AN,2016-07,82.79,8819098,4548911,17057335,32898,96.64144788213879,1,204636849,11.55830690155769,4.0,65313467,102343282,274.0,10.14,,
IN-OR,2022-12,0.0,7533317,2400345,7141557,48631,29.28796739853685,1,854713476,43.20735674338941,13.0,29448918,208881162,1346.0,3.09,,
IN-TR,2024-02,6.94,3713861,516546,46346992,19005,29.135253441772935,1,878936759,18.580357924150174,3.0,86243751,489560272,2337.0,10.05,,
IN-NL,2013-04,48.27,289260,2094386,29249991,42027,82.97198606283797,1,71750786,48.486374167171206,31.0,14164337,312493071,9792.0,10.18,,
IN-LD,2022-12,86.95,1971176,3411955,38233123,22091,,1,456724194,10.353688970960045,34.0,42001045,138215442,9975.0,-2.69,,
IN-RJ,2020-07,0.0,7014175,3006028,25985235,40735,46.42573406323256,0,35201249,38.016691819541435,6.0,20171740,95483641,9677.0,-1.79,,
IN-MH,2015-12,0.0,240004,2284322,49411486,11345,99.49657784053771,1,162849911,44.922910592076576,8.0,3161219,10241758,4023.0,-1.51,,
IN-TS,2018-09,47.26,1798126,1337150,33116551,37339,76.8676009819991,1,88695972,25.83792288456194,19.0,99098671,309975960,5386.0,4.31,,
IN-JH,2023-04,730.52,2429221,1758389,34308149,18217,47.60442095470617,1,792300135,,8.0,26476508,422204749,3055.0,-0.12,,
IN-LD,2017-12,19.1,3597443,2524706,2072702,18806,61.51887695260781,1,29050943,36.69542339750515,19.0,51962406,164097401,1463.0,6.07,,
IN-AP,2013-04,522.27,3751493,2185994,28323112,43028,78.73199957854702,1,368738554,5.297124114006602,10.0,70980130,211521800,,13.87,,
IN-JK,2022-05,56.34,752726,4724234,5019242,40426,,0,838728040,34.819909464601864,24.0,11926974,355148791,8518.0,1.24,,
IN-AN,2024-08,100.1,6459570,2686702,8577630,23313,45.60389966232496,1,569677097,40.847573186248596,,11044207,294329907,566.0,10.59,,
IN-NL,2016-02,295.63,4917261,1580769,5828960,2436,14.92128835321015,1,688269131,19.06967997879668,35.0,54310486,122946117,422.0,6.31,,
IN-LD,2015-09,117.99,6739945,1710352,39438031,34429,18.896962984456767,0,30219394,,,52839668,190346998,8770.0,12.37,,
IN-UP,2019-06,0.0,116680,2449704,5945238,45800,45.11992276837794,0,713935203,38.46101548456919,4.0,30831724,464532887,6242.0,15.0,,
IN-JH,2010-09,0.0,1454829,2225999,37429825,8657,17.827371627729992,0,291406024,29.484154960969043,5.0,57568523,181142272,5736.0,2.86,,
IN-TS,2024-01,71.26,7415760,2921216,13156946,31582,44.19226030055131,1,876163724,7.244407314259554,14.0,77843373,102187723,6276.0,-0.37,,
IN-BR,2023-09,422.68,494317,3052787,5480205,17694,67.45160301344512,1,25365548,42.10218522797967,24.0,53288875,367973653,3378.0,9.77,,
IN-JH,2013-03,429.11,6548735,1486730,46511274,14724,73.02025188881917,1,307030490,1.1253075057594986,4.0,64183803,434021137,4038.0,8.75,,
IN-BR,2012-08,1.96,418607,3526172,26034401,40652,12.820881074922962,1,658081667,18.339183657573184,18.0,91231733,289191835,7428.0,10.76,,
IN-UP,2022-11,429.07,2558073,4361615,2797611,38538,9.920138704163772,0,333455221,14.085269650460203,34.0,62134798,216074518,5116.0,2.34,,
IN-TS,2019-01,68.48,6759040,4172405,28750086,49308,31.60699300147528,0,541349058,8.193488286911855,11.0,85826137,287573344,9046.0,14.03,,
IN-OR,2010-07,0.0,9548631,1425028,38078906,27632,80.84465198181161,1,397019670,34.83907492534431,24.0,36608283,332753396,3012.0,-0.7,,
IN-LD,2011-10,0.0,1291789,1376598,11812277,28193,7.419027328217787,1,325980701,4.159691809417859,20.0,78031585,498640475,7617.0,0.51,,
IN-TR,2011-06,0.0,8452140,454486,23409588,41828,,0,444001980,30.791625460628335,13.0,11056590,309321513,5489.0,-4.25,,
IN-LA,2015-01,286.9,8469499,1553206,39022638,39477,28.928572191824188,0,671424463,27.9714768347389,,92037088,197337662,,-3.43,,
IN-BR,2017-02,0.0,4879847,3214885,42382907,8702,17.597382621441916,1,268213616,,15.0,81442381,40829492,2962.0,12.86,,
IN-LA,2012-09,1259.29,5091756,4824761,6741281,42845,93.54393155142614,1,321978626,12.932970155229789,6.0,20228244,5404605,6815.0,7.39,,
IN-TN,2018-05,149.68,7700352,581236,13678005,16372,,1,356742895,48.49153667704434,,73991505,210759242,3390.0,-4.96,,
IN-TN,2012-12,0.06,2810280,2032327,42013781,6966,94.97711869035959,0,986416349,,29.0,45246467,281471340,44.0,1.02,,
IN-TS,2021-06,171.69,3752726,3667722,12720978,38492,2.8555818893064244,1,436757938,11.797308896317016,22.0,23352164,87536729,8768.0,12.04,,
IN-MN,2022-12,0.0,5175734,944556,47274519,45508,,0,775388166,10.325364328350295,8.0,55919401,204611832,472.0,-1.25,,
IN-ML,2014-08,562.44,8204717,1637268,11496832,3159,40.42091147720056,0,793144282,,36.0,74823507,486884670,4237.0,1.72,,
IN-MH,2017-02,0.0,1311858,421684,47561477,35337,49.24829109363454,1,174032087,27.157871880885132,0.0,57199581,495670972,,-0.25,,
IN-AN,2021-03,0.0,2250430,2892720,14911769,45873,85.25136813223307,1,1676428,14.354205728244352,2.0,29804094,296363793,816.0,-3.85,,
IN-GA,2014-08,0.0,9503373,3630433,3201833,32547,95.4894162043174,0,724136559,14.32749403565785,,56880325,122353762,4582.0,-4.45,,
IN-JK,2023-01,0.0,4389023,3015041,41936058,16718,,0,558137008,32.38454400685224,,25319510,237890411,6715.0,9.12,,
IN-GJ,2024-06,284.42,7653831,3821071,18057089,33263,,0,531854194,41.2869931361899,31.0,57820773,193390504,8223.0,1.58,,
IN-UP,2016-05,66.16,9675238,1686633,13302030,24978,,1,295225462,,,16828982,429007249,,-1.92,,
IN-MP,2012-01,748.63,6955316,1891842,38003198,24653,41.110704439052014,1,725809793,22.022195581997906,20.0,1059566,98626089,7017.0,-4.69,,
IN-WB,2017-01,717.69,8250270,2521048,840337,15013,19.456505265015743,0,87102359,25.802516851737327,22.0,77315018,72778924,,14.64,,
IN-BR,2014-07,0.0,5423809,1597543,19762601,15016,24.098060318158222,1,640616085,28.123672107678317,20.0,35390169,50156913,,4.09,,
IN-CT,2021-12,323.99,5761411,1871720,43570532,44318,30.554066344809282,0,278878700,44.74036122307167,36.0,79493350,132387255,7562.0,6.3,,
IN-JH,2023-03,38.39,3252734,2590863,26717512,14500,3.5062383935649755,1,5270235,,33.0,16928219,468498010,8288.0,11.84,,
IN-JH,2017-03,105.25,980445,1608201,44158538,23163,33.564378945731455,0,404465359,,33.0,80074510,451762816,,1.06,,
IN-AS,2012-04,156.82,6114683,191252,32320344,22048,77.04151394444982,0,347883876,0.41796829355181253,10.0,7276552,430128490,4637.0,2.02,,
IN-DN,2016-03,0.0,118569,4828876,6094421,37173,17.73700073118919,1,802118864,4.638240093951068,27.0,22439315,16634132,3596.0,1.78,,
IN-AP,2015-11,0.0,9270705,415041,3142055,11166,2.4621231175929625,1,563752855,33.88623790988354,25.0,6066629,496819302,,0.87,,
IN-AP,2021-03,0.0,2995613,3011761,13516357,10573,20.339777478040368,1,326003848,9.062908190726665,16.0,20111551,280353528,4411.0,4.68,,
IN-SK,2017-04,0.0,8969513,3964995,39172191,13294,27.885013057324514,1,11365896,35.1814104147178,16.0,26282299,474445978,2808.0,3.22,,
IN-NL,2018-01,0.0,1950113,1647282,20665528,34783,37.46808699691552,0,915359155,39.59398339569553,5.0,53050747,18173855,853.0,1.17,,
IN-CH,2022-08,138.4,3507540,3973938,33060713,3606,4.313026918844365,1,414336210,27.723250948979803,29.0,12334788,476066097,8275.0,14.33,,
IN-TN,2015-10,391.86,5430170,1736762,40775321,32243,35.89960582897434,1,646549277,23.282953208389213,,3808085,213367460,1544.0,5.44,,
IN-BR,2023-04,103.96,6515920,330118,5225532,42318,21.286239242742145,1,481767181,30.15394493091993,,8939435,342440089,8309.0,6.61,,
IN-MN,2020-01,67.74,669993,1037672,6677538,2114,,1,272601625,42.63085006980094,1.0,49939197,345606157,9028.0,5.9,,
IN-KA,2017-01,37.04,5388239,1754223,3506696,14730,38.037890234170604,1,821956276,25.23940928453951,26.0,57165805,404297153,5026.0,-1.27,,
IN-TS,2017-07,0.0,2232701,2840425,24206868,36833,,0,161859893,,,93794774,67890765,2934.0,5.52,,
IN-GJ,2024-12,0.0,774439,1671197,25170467,38326,43.261139380067945,0,344121741,8.695327414208453,,11858961,408017281,6659.0,9.77,,
IN-KL,2020-04,0.0,5906622,4719126,10990506,43173,64.89651942353298,0,950343043,15.734682138552047,15.0,66641097,214017309,2188.0,-0.2,,
IN-MP,2022-05,121.88,2855421,4666987,21297800,15580,62.415689043618684,0,669381794,15.27619899664523,10.0,19824478,393153623,4005.0,4.62,,
IN-MP,2015-12,1069.84,3293116,1929663,41486838,45753,30.30864331630304,1,57581299,34.629606891078105,4.0,1479473,232100816,1448.0,-3.75,,
IN-TN,2015-02,43.73,7967962,4046469,18633018,2510,69.05115996730053,1,38373379,25.468577324104142,0.0,53008872,160701544,5579.0,-1.39,,
IN-TR,2019-07,250.68,198474,3485796,24237712,23873,87.44432338556888,0,158530212,1.2771444309757574,0.0,64215590,78215124,8033.0,1.45,,
IN-CH,2025-08,20.31,2947079,876177,35702870,20190,51.31117221672643,0,938875356,34.27076382160638,11.0,24733730,33781159,8564.0,5.54,,
IN-SK,2020-01,154.84,9521944,1931470,8749932,45256,93.78112651355411,0,925405025,7.263427615153084,26.0,38591949,119999080,220.0,10.0,,
IN-GJ,2023-01,250.04,7442120,1408203,33223838,21467,49.81317380965471,1,263565417,19.904264968911985,0.0,69745582,173533583,7999.0,10.34,,
IN-JH,2020-04,0.0,220567,2559341,6869347,9590,35.789242232592045,0,435623484,,19.0,12993219,426553076,2475.0,14.91,,
IN-CH,2018-04,0.0,3834419,1530063,14568904,31765,72.97048250488749,1,991422360,23.10638062703581,14.0,42315305,350598533,1877.0,-1.05,,
IN-OR,2020-07,0.0,6433870,45613,40163470,16290,31.5779484585339,1,197436437,32.87043278281671,20.0,65848462,190639488,9452.0,1.46,,
IN-DL,2018-08,1226.64,3481002,1391757,17003202,18877,93.80510021154987,0,64519148,36.509756305542346,,24332560,84745099,5139.0,13.0,,
IN-SK,2013-11,58.68,9051091,982413,31497102,38548,81.35203678621102,1,101498190,,5.0,45320252,429947946,2136.0,7.6,,
IN-KL,2020-08,57.0,7473250,698037,20139827,44977,59.83005682337627,1,968067043,11.19381031496744,,621766,248113411,8523.0,1.72,,
IN-GA,2020-02,245.6,1276800,1125980,12716182,31984,,0,329655487,10.076874314077966,1.0,46007686,313316884,4714.0,4.3,,
IN-MN,2017-03,0.0,1639194,2166681,16806774,36907,29.19499562350292,1,503314252,46.96926556146939,9.0,42871005,443815149,6837.0,9.67,,
IN-TS,2012-12,0.0,9173962,1627484,17925210,25862,,0,410462767,7.617883741147069,29.0,82204917,338913086,5961.0,1.48,,
IN-AN,2011-06,361.38,2170986,3661207,40206822,28743,62.34742690513257,0,531747287,23.386990533391227,25.0,22998286,117302917,3762.0,8.87,,
IN-NL,2016-10,0.0,9731503,1550351,2996774,21143,1.8883295522764354,1,284879401,25.84725638394982,15.0,19160389,296347295,,5.18,,
IN-UT,2021-09,0.0,63815,303222,7643188,36341,16.652929167652243,0,254918195,35.70033506899005,13.0,69396426,114001472,2631.0,2.25,,
IN-KL,2018-08,466.45,2526162,360244,20943479,42733,11.654469381701361,1,548785274,1.542238530568052,18.0,54669086,369665740,8189.0,4.85,,
IN-NL,2017-12,251.35,2549250,2514306,8965172,15578,55.670782948915765,0,616169857,9.957421601870653,6.0,1315021,212671906,1287.0,8.41,,
IN-HR,2013-06,132.73,8738810,930503,9361696,23362,31.722991815353797,0,710303151,13.40965056454942,10.0,29090344,471928975,8865.0,13.47,,
IN-AS,2017-08,59.33,7932545,779560,47745650,3892,17.02631075729798,0,60177566,48.401584791785254,5.0,79078583,73765402,2272.0,5.57,,
IN-AN,2022-12,348.32,3791746,244625,5719543,43660,88.04322481198936,1,25433283,,23.0,68755531,9415455,8247.0,0.58,,
IN-NL,2013-07,0.0,1910926,4411748,10635726,14572,,1,809833315,14.56521517176853,27.0,63450366,481997157,7639.0,-0.52,,
IN-LA,2023-09,0.0,3961194,105474,44242264,48543,40.67841654472747,0,723274780,21.53447506778596,,8653117,355378173,6754.0,-2.5,,
IN-MP,2023-02,0.0,4362739,2567338,42351367,495,39.032282590193425,1,465234559,23.294472541151517,7.0,14641403,414428618,9698.0,0.43,,
IN-CT,2016-12,0.0,5223988,296648,13300276,48531,40.66238430097516,0,344739140,37.11947399982821,4.0,60808803,16664344,5208.0,4.09,,
IN-LD,2010-03,0.0,6832517,3500113,37878430,1497,93.3153676332583,1,865273117,20.796082921979835,20.0,27668819,393651265,7623.0,7.8,,
IN-MH,2013-11,413.11,6832855,2078140,48937424,1994,,1,898806977,20.46483872266693,11.0,43976694,202922934,9973.0,8.64,,
IN-RJ,2015-04,0.0,6543078,4333687,30334540,24955,25.11704561464293,1,428015610,2.6943304282272598,4.0,91410263,310278457,4237.0,7.15,,
IN-UP,2024-04,294.29,3739191,3260739,27503086,27987,36.898322252733436,0,248914003,10.037452907267664,,66482907,247618048,8159.0,0.35,,
IN-UT,2023-02,30.46,7341023,4961023,12691600,10221,47.000439686875,1,879110338,14.155717543237396,16.0,89976710,133050657,1308.0,5.72,,
IN-AR,2025-01,276.68,4586092,349607,34268949,6172,88.10928358737324,1,22525874,,8.0,77535857,240176326,9704.0,8.25,,
IN-UT,2013-12,113.79,1910942,4291204,23529436,27369,30.482728014747707,1,454034213,40.79410816416356,30.0,98498922,237561719,3289.0,0.26,,
IN-NL,2023-09,794.09,9804017,2310068,40720315,19926,3.817819241179443,1,333956314,26.445218712541674,6.0,41774114,301053647,8757.0,14.56,,
IN-TN,2012-04,0.0,9586708,2508813,40117742,43803,34.95798608995757,0,286496444,,32.0,88884818,81179644,4974.0,9.67,,
IN-KA,2013-09,0.0,9950962,1689764,13110011,149,76.26086279211995,1,631567040,4.53080028031983,0.0,95201333,452746032,8027.0,3.24,,
IN-KA,2017-09,458.76,4056964,4627062,87638,3093,0.6216960062126131,0,696904845,41.43944888731892,0.0,20430946,137896816,,12.77,,
IN-MN,2025-04,0.0,6147594,722564,29776800,22733,48.67221758968778,0,236432714,30.68002614959674,,55031319,143073703,5755.0,4.11,,
IN-NL,2019-04,36.48,4805539,3808637,4536477,30006,64.28392760984208,1,110852661,7.766632073848245,21.0,45091223,31073690,6811.0,-3.82,,
IN-AS,2019-11,58.49,8355873,3785537,49978363,8099,,1,837112275,4.1886848683571785,,37325539,492881956,9390.0,12.23,,
IN-LD,2017-07,25.5,7210540,2542752,28134937,33048,76.127020584861,0,347523297,,,13478602,129368387,8777.0,-2.06,,
IN-LA,2015-03,0.0,215447,1412197,33735714,5436,96.6787646879022,0,536010121,5.158780011856113,13.0,39983785,425992784,,3.23,,
IN-AR,2010-08,137.11,6924104,843119,20886263,16982,86.30601976277707,0,917410565,,21.0,52510331,48568358,4395.0,1.43,,
IN-CH,2011-07,202.1,1959359,1749558,39192603,30716,73.39399964400624,1,355629211,8.556564647462285,7.0,19388838,147943933,9366.0,-3.34,,
IN-GJ,2022-02,45.33,9134218,792581,24846137,41554,55.646812084084,0,376691934,8.592129164661216,29.0,21642015,183602910,5725.0,2.19,,
IN-PY,2014-08,0.0,7747759,4834707,7541830,37062,42.10575538685462,0,338513031,38.551506576729366,13.0,8036500,425692708,991.0,-3.22,,
IN-DL,2016-09,262.91,4105311,1982791,27776831,42879,33.324301584488744,0,282384075,15.454247310110025,13.0,42579261,477333035,,13.03,,
IN-ML,2017-03,286.65,266389,15340,10497758,10238,71.34596007501037,1,617857900,48.317399930012925,,49333161,482301533,1468.0,-0.36,,
IN-DN,2020-12,0.0,2763802,1595716,10499841,29109,15.927706438270995,0,725129989,25.347346982303076,12.0,7149187,218129170,7990.0,-1.98,,
IN-PB,2025-01,0.0,4263283,3743212,27553472,8886,93.85679809361233,0,866026197,20.337927463269672,7.0,67057279,302993733,1055.0,12.58,,
IN-HR,2020-04,159.18,5360188,126268,34936105,17465,20.308633373074393,1,432967256,2.695975301379433,18.0,16355629,5229356,2560.0,4.15,,
